,COIN,PRICE,1H,24H,7D,24 H VOLUME ,MKT CAP,CIRCULATING SUPPLY,ATH,ATL,TRADING VOLUME,INITIAL RICE ($)
405,Coinmetro XCM XCM,$0.333739,-1.4%,-7.2%,-21.0%,"$34,013.49","$100,831,951","303,079,442 XCM",$0.92,$0.02,"326,798,666.07 XCM",
892,Coinweb CWEB CWEB,$0.026118961286,0.0%,-1.8%,-1.3%,"$936,042","$18,268,028","865,390,004 CWEB",$0.23,$0.01,"7,680,000,000 CWEB",
803,Comdex CMDX CMDX,$0.944963,-0.2%,-1.2%,-15.2%,"$439,472","$24,563,462","28,641,249 CMDX",$5.97,$0.32,"111,497,531.48 CMDX",
108,Compound COMP COMP,$124.77,0.01,0.001,-0.149,"$47,828,446","$838,255,937","6,855,969 COMP",$911.20,$61.27,"10,000,000 COMP",
523,Concordium CCD CCD,$0.035865185418,-0.0%,-0.3%,-10.5%,"$1,411,064","$61,778,620","1,737,562,744 CCD",$0.09,$0.02,"10,665,185,502 CCD",
221,Conflux CFX CFX,$0.155033,0.006,0.011,-0.128,"$22,703,218","$262,391,749","1,826,865,140 CFX",$1.70,$0.07,"1,697,024,649.49 CFX",
807,Conscious Value Network CVNT CVNT,$1.48,0.2%,-2.6%,-9.1%,"$17,781.59","$24,132,936","5,000,000 CVNT",$4.85,$0.00,"1,000,000,000 CVNT",
161,Constellation DAG DAG,$0.178656,-0.002,0.021,-0.054,"$1,347,581","$456,511,090","1,266,911,931 dag",$0.46,$0.00,"3,711,998,690.36 DAG",
237,ConstitutionDAO PEOPLE PEOPLE,$0.046656423051,0.012,0.038,-0.124,"$86,280,888","$236,151,800","5,060,137,335 PEOPLE",$0.19,$0.00,"5,060,137,334.7 PEOPLE",
594,Contentos COS COS,$0.014606070632,0.3%,1.3%,-7.2%,"$10,632,430","$50,034,168","4,109,460,716 COS",$0.09,$0.00,"9,931,243,927.6 COS",
150,Convex CRV CVXCRV CVXCRV,$2.50,0.016,0.037,0.062,"$94,943.32","$542,664,962","31,727,030 CVXCRV",$6.54,$0.92,"31,727,030 CVXCRV",
65,Convex Finance CVX CVX,$27.47,0.014,0.015,-0.079,"$22,081,981","$1,653,276,040","60,825,150 CVX",$62.69,$1.88,"89,744,186.98 CVX",
618,Cortex CTXC CTXC,$0.243720,0.012,0.033,-0.055,"$9,606,350","$46,575,650","195,582,342 CTXC",$2.41,$0.03,"299,792,458 CTXC",
26,Cosmos Hub ATOM ATOM,$20.96,0.005,-0.029,-0.138,"$446,620,117","$6,145,649,122","286,370,297 ATOM",$44.70,$1.13,0.00 ATOM,
242,COTI COTI COTI,$0.219414,0.007,0.031,-0.103,"$27,005,260","$229,662,818","1,048,141,495 COTI",$0.68,$0.01,"2,000,000,000 COTI",
809,Counterparty XCP XCP,$9.19,-0.3%,3.1%,-7.5%,"$46,262.01","$23,916,595","2,613,892 XCP",$103.20,$0.41,"2,613,892 XCP",
447,Covalent CQT CQT,$0.276276,-0.6%,-1.0%,-13.8%,"$1,193,841","$86,126,053","254,842,989 CQT",$2.10,$0.13,"1,000,000,000 CQT",
671,Crabada CRA CRA,$0.386433,0.018,-0.046,-0.38,"$1,226,640","$38,809,558","119,983,412 CRA",$2.93,$0.06,"1,000,000,000 CRA",
282,Cratos CRTS CRTS,$0.002715201200,-0.002,0.009,-0.014,"$10,244,854","$187,354,394","35,002,669,835 CRTS",$3.01,$0.00,"100,000,000,000 CRTS",
745,Cream CREAM CREAM,$39.79,0.3%,-1.1%,-12.6%,"$1,282,883","$30,562,901","616,378 CREAM",$368.26,$9.24,"2,925,000 CREAM",
277,Creditcoin CTC CTC,$0.938557,-0.004,0.028,-0.099,"$6,199,259","$193,782,755","207,254,279 CTC",$8.71,$0.13,"599,999,997 CTC",
18,Cronos CRO CRO,$0.391851,0.004,0.006,-0.06,"$48,890,374","$9,922,271,261","25,263,013,692 CRO",$0.97,$0.01,"30,263,013,692 CRO",
773,Crypterium CRPT CRPT,$0.323312,-2.8%,-2.7%,-26.6%,"$6,102,338","$27,516,425","81,355,790 CRPT",$3.00,$0.07,"96,353,341 CRPT",
926,Cryptex Finance CTX CTX,$5.14,-1.5%,3.4%,-12.4%,"$1,331,377","$15,273,317","3,528,451 CTX",$65.15,$2.29,"10,000,000 CTX",
961,Crypto Raiders RAIDER RAIDER,$1.73,0.3%,0.6%,-18.4%,"$192,567","$13,901,756","5,381,686 RAIDER",$13.54,$0.36,"100,000,000 RAIDER",
546,Cudos CUDOS CUDOS,$0.018888660313,0.3%,0.3%,-5.8%,"$1,667,159","$57,987,663","2,843,368,033 CUDOS",$0.13,$0.01,"10,000,000,000 CUDOS",
491,Cult DAO CULT CULT,$0.000017650992,1.0%,-4.5%,-32.3%,"$6,433,079","$70,658,252","4,044,886,529,600 CULT",$0.00,$0.00,"4,983,113,538,604 CULT",$0.0000005973
103,Curve DAO Token CRV CRV,$2.51,0.011,0.033,0.076,"$170,690,406","$978,967,732","462,737,992 CRV",$60.50,$0.33,"1,743,644,697.11 CRV",$6.9
21,Dai DAI DAI,$0.998041,-0.002,-0.003,-0.002,"$228,041,004","$8,583,817,971","6,959,412,523 DAI",$3.67,$0.95,"6,959,412,523.4 DAI",$1.016
216,DAO Maker DAO DAO,$2.97,0,0.051,0.034,"$2,789,721","$272,353,861","70,890,585 DAO",$8.75,$1.24,"274,956,231.7 DAO",$3.2
555,DarkCrypto DARK DARK,$0.397695,0.6%,1.2%,-5.8%,"$2,526,536","$55,489,379",,$0.25,$0,"5,245,534.78 D4RK",$22.7
96,Dash DASH DASH,$98.46,0.01,0.038,-0.08,"$182,269,611","$1,056,245,324","10,718,937 DASH","$1,642.22",$0.21,"10,718,936.82 DASH",$0.31
445,Dash Diamond DASHD DASHD,$0.767597,1.1%,8.1%,13.0%,"$178,784","$86,394,214","141,781,569 DASHD",$1.26,$0.36,0.00 DASHD,$1.19
364,Dawn Protocol DAWN DAWN,$1.68,0.9%,0.4%,-11.9%,"$1,721,699","$121,481,531","73,464,266 DAWN",$10.50,$0.05,"76,588,156.83 DAWN",$0.12
369,DEAPCOIN DEP DEP,$0.024827834133,6.4%,19.0%,-7.4%,"$6,920,370","$119,622,794","5,019,559,759 DEP",$0.09,$0.00,"30,000,000,000 DEP",$0.0055
510,Decentral Games Governance XDG XDG,$0.205822,0.2%,5.3%,-3.8%,"$47,368.89","$65,269,365","5,523,290 xDG",$10.61,$0.05,"280,077,485 xDG",$0.45
47,Decentraland MANA MANA,$1.83,0.005,-0.013,-0.132,"$200,384,761","$2,778,842,065","1,844,096,005 MANA",$5.90,$0.01,"2,193,674,527.32 MANA",$0.025
198,Decentralized Social DESO DESO,$30.96,0.006,-0.028,-0.238,"$2,038,874","$325,839,792","8,884,536 DESO",$475.00,$0,"10,808,492 DESO",$174
109,Decred DCR DCR,$60.05,0.01,-0.012,-0.023,"$4,259,816","$837,421,046","14,007,970 DCR",$250.02,$O.3948,"14,007,969.62 DCR",$1.2
255,DeFi Kingdoms JEWEL JEWEL,$2.64,0.002,-0.077,-0.388,"$10,366,800","$222,176,384","62,752,130 JEWEL",$23.36,$0.48,"320,111,120 JEWEL",8.9
970,DeFi Land DFL DFL,$0.014993067857,0.0%,0.7%,-10.1%,"$157,323","$13,650,467","903,000,000 DFL",$0.42,$0.01,"10,000,000,000 DFL",0.26
466,DeFi Pulse Index DPI DPI,$167.00,0.7%,-0.2%,-9.6%,"$239,506","$79,804,366","558,983 DPI",$750.63,$56.74,"558,983.43 DPI",114
57,DeFiChain DFI DFI,$4.45,0.008,0.042,0.001,"$27,419,049","$2,305,272,686","510,738,161 DFI",$5.62,$0.16,"784,881,510.36 DFI",0.17
969,Dego Finance DEGO DEGO,$2.52,0.7%,2.0%,-16.5%,"$1,552,472","$13,662,255","8,607,383 DEGO",$33.82,$0.43,"8,607,383 DEGO",0.82
380,DEI Token DEI DEI,$0.996318,-0.2%,-0.0%,0.1%,"$101,573,452","$114,518,114","7,455,510,000 DEI","$15,521,871.66",$0.52,0.00 DEI,1
245,Dent DENT DENT,$0.002376189486,-0.002,0.006,-0.144,"$22,472,156","$227,245,821","99,007,791,203 DENT",$0.11,$0.00,"100,000,000,000 DENT",0.0012
749,DeRace DERC DERC,$0.902803,-0.2%,0.6%,-20.3%,"$779,458","$29,846,926","54,240,000 DERC",,$0.37,"120,000,000 DERC",0.75
565,DerivaDAO DDX DDX,$2.05,-0.0%,-1.4%,-7.7%,"$777,463","$53,543,539","26,094,664 DDX",$20.76,$1.02,"50,297,306 DDX",4.6
314,Dero DERO DERO,$12.76,-0.5%,-1.3%,-2.7%,"$366,960","$158,982,655","12,539,974 DERO",$27.28,$0.20,"18,400,000 DERO",2.8
614,DEUS Finance DEUS DEUS,$513.63,-0.019,-0.161,-0.255,"$3,065,272","$47,300,717",,"$813,282,694.22",$23.69,0.00 DEUS,67.2
575,DeversiFi DVF DVF,$4.33,0.1%,-0.4%,-12.1%,"$2,013,396","$52,377,321","24,147,148 DVF",$18.60,$2.04,"100,000,000 DVF",2.4
957,Dexlab DXL DXL,$0.187391,6.9%,38.0%,34.5%,"$8,142.39","$14,057,320","52,526,786 DXL",$1.47,$0.03,"1,000,000,000 DXL",1.5
751,DexTools DEXT DEXT,$0.283579,0.4%,5.2%,-1.5%,"$122,759","$29,783,363","97,621,335 DEXT",$4.35,$0.00,"146,733,255 DEXT",0.033
503,DFI.money YFII YFII,"$1,719.78",0.6%,-0.3%,-9.1%,"$5,953,956","$68,406,036","38,596 YFII","$9,385.42",$96,"39,375 YFII",0.0085
744,DFX Finance DFX DFX,$2.15,-1.9%,-0.0%,68.8%,"$1,653,061","$30,639,758","15,393,849 DFX",$16.82,$0.28,0.00 DFX,0.28
558,DIA DIA DIA,$0.834994,0.3%,3.4%,-8.1%,"$5,351,906","$55,032,226","72,401,614 DIA",$5.79,$0.31,"175,583,746.13 DIA",0.89
192,DigiByte DGB DGB,$0.022077678120,0.011,-0.003,-0.156,"$14,732,860","$336,458,050","15,367,447,120 DGB",$0.18,$0.00,"15,367,447,120.26 DGB",0.0012
257,DigitalBits XDB XDB,$0.289564,0.019,0.012,-0.096,"$1,780,511","$220,629,086","958,046,512 XDB",$1.03,$0.01,"1,500,000,000 XDB",0.016
278,Divi DIVI DIVI,$0.067339452409,0.011,-0.019,0.046,"$272,647","$191,787,632","2,894,626,334 DIVI",$0.35,$0.00,"2,894,626,333.76 DIVI",0.0081
493,Dock DOCK DOCK,$0.035043432558,-0.0%,3.6%,-4.6%,"$14,927,609","$70,448,413","766,791,991 DOCK",$0.24,$0.00,"869,619,708.77 DOCK",0.14
374,DODO DODO DODO,$0.377689,1.2%,5.0%,-12.1%,"$31,725,362","$117,818,835","110,551,965 DODO",$8.51,$0.06,"1,000,000,000 DODO",0.066
11,Dogecoin DOGE DOGE,$0.138955,0.004,-0.009,-0.013,"$1,065,843,796","$18,476,381,312","132,670,764,300 DOGE",$0.74,$0.00,"132,670,764,299.89 DOGE",0.00020
147,Dogelon Mars ELON ELON,$0.000001005035,0.007,-0.039,-0.107,"$30,010,068","$555,898,842","551,503,996,658,178 ELON",$0.00,$0,"1,000,000,000,000,000 ELON",0.000000100
581,Dola DOLA DOLA,$1.00,0.3%,0.3%,-1.2%,"$899,796","$51,603,163","78,252,817 DOLA",$1.10,$0.90,"55,701,609.75 DOSE",0.99
938,Dope Wars Paper PAPER PAPER,$0.016118352700,14.1%,9.4%,8.4%,"$121,894","$14,745,060",0 PAPER,$9.78,$0,0.00 PAPER,0.0065
262,Dopex DPX DPX,"$1,143.35",0.008,0.034,-0.114,"$1,343,216","$213,195,419","115,000 DPX","$4,219.27",$0,"500,000 DPX",281
378,Dopex Rebate Token RDPX RDPX,$111.04,0.7%,-0.4%,-19.8%,"$1,557,478","$114,875,239",0 RDPX,$514.46,$0,0.00 RDPX,19.7
923,Dora Factory DORA DORA,$4.31,0.2%,-2.1%,-13.7%,"$3,448,445","$15,458,749","4,117,425 DORA",$65.96,$2.09,"10,000,000 DORA",27
795,DOSE DOSE DOSE,$0.142079,0.9%,-1.6%,19.2%,"$4,837,758","$25,188,341","51,903,165 DOSE",$0.41,$0.02,"5,000,000,000 DOSE",0.33
585,dotmoovs MOOV MOOV,$0.063729705042,2.9%,-2.0%,86.7%,"$10,939,018","$51,156,292","496,000,000 MOOV",$0.10,$0.00,"1,000,000,000 MOOV",0.0061
972,Dragonchain DRGN DRGN,$0.037002147579,0.4%,-0.1%,-11.0%,"$56,984.06","$13,626,575","370,774,090 DRGN",$5.27,$0.01,"433,494,437 DRGN",0.24
383,DUSK Network DUSK DUSK,$0.283800,0.4%,1.0%,-19.1%,"$7,995,742","$113,250,410","399,050,765 DUSK",$1.17,$0.01,"500,000,000 DUSK",0.19
454,Dvision Network DVI DVI,$0.340574,0.0%,0.4%,-13.5%,"$720,616","$83,942,247","356,896,290 DVI",$3.16,$0,"1,000,000,000 DVI",0.045
694,DXdao DXD DXD,$727.60,0.002,0.006,-0.038,"$116,313","$35,274,958","49,320 DXD","$1,326.91",$37.16,"148,977 DXD",83.6
72,eCash XEC XEC,$0.000081692862,0.009,0.008,-0.103,"$16,414,113","$1,549,931,607","19,055,648,423,313 XEC",$0.00,$0.00,"18,899,704,673,313 XEC",0.000028
122,ECOMI OMI OMI,$0.002457503537,0.006,-0.031,-0.081,"$1,367,516","$664,766,847","264,382,112,394 OMI",$0.00,$0.00,"310,884,471,276 OMI",0.0030
765,EDEN EDEN EDEN,$0.267804,0.4%,2.7%,-5.8%,"$1,005,137","$28,370,713","13,232,627 EDEN",$9.28,$0.11,"100,000,000 EDEN",0.47
784,Edgeware EDG EDG,$0.003855188325,0.2%,1.9%,-17.7%,"$145,700","$26,314,892","6,206,515,096 EDG",$0.06,$0.00,"6,871,129,958 EDG",0.0032
531,Efforce WOZX WOZX,$0.114075,-0.1%,-2.1%,-18.7%,"$731,059","$60,516,885","527,135,519 WOZX",$3.62,$0.09,"1,000,000,000 WOZX",1.5
511,Elastos ELA ELA,$3.08,1.2%,7.7%,6.0%,"$627,022","$64,894,835","20,346,868 ELA",$93.96,$0.84,"24,940,211.89 ELA",54.4
437,Electroneum ETN ETN,$0.004891523479,-0.6%,-1.3%,-9.9%,"$170,294","$87,947,461","17,920,588,162 ETN",$0.24,$0.00,"17,920,588,161.96 ETN",0.059
337,Ellipsis EPS EPS,$0.202570,0.4%,6.7%,-13.3%,"$15,315,317","$141,484,468",0 EPX,$0.00,$0.00,0.00 EPX,2.6
41,Elrond EGLD EGLD,$148.06,0,-0.006,-0.095,"$71,839,257","$3,310,714,969","21,916,234 EGLD",$542.58,$6.54,"23,016,298 EGLD",12.4
867,ELYSIA EL EL,$0.006150855124,-0.2%,2.1%,-8.8%,"$169,236","$19,704,209","3,231,133,910 EL",$0.07,$0.00,"6,875,950,600 EL",0.0013
642,Energi NRG NRG,$0.820029,0.019,0.033,0.13,"$409,271","$42,901,367","53,174,732 NRG",$9.90,$0.25,"53,174,732.3 NRG",0.35
270,Energy Web Token EWT EWT,$4.75,0.003,-0.02,-0.189,"$886,706","$200,054,542","30,062,138 EWT",$22.22,$0.50,"48,638,535.44 EWT",0.77
89,Enjin Coin ENJ ENJ,$1.31,0.005,0.005,-0.139,"$101,922,311","$1,223,595,748","887,579,956 ENJ",$4.85,$0.02,"1,000,000,000 ENJ",0.634
953,EnreachDAO NRCH NRCH,$6.45,0.5%,-0.2%,-7.2%,"$2,887.17","$14,261,759",0 NRCH,$19.41,$2.51,0.00 NRCH,4.2
471,Enzyme MLN MLN,$53.92,0.4%,0.4%,-4.8%,"$4,228,862","$78,336,255","2,093,289 MLN",$270.05,$1.80,"1,824,437.32 MLN",39.0
55,EOS EOS EOS,$2.33,-0.001,0.038,-0.157,"$466,942,484","$2,314,027,196","989,094,704 EOS",$22.89,$0.48,"1,054,318,409.82 EOS",2.7
851,Epic Cash EPIC EPIC,$1.45,-0.2%,10.4%,-12.4%,"$97,538.97","$20,441,891","14,315,024 EPIC",$6.76,$0.01,"14,315,024 EPIC",0.018
881,Epik Prime EPIK EPIK,$0.054140229631,1.8%,-1.5%,-16.3%,"$946,242","$18,846,218","349,547,253 EPIK",$0.90,$0.02,"2,000,000,000 EPIK",0.52
760,Equilibria XEQ XEQ,$0.510497,1.7%,23.5%,67.9%,"$510,963","$28,760,564","55,695,416 XEQ",$0.93,$0.01,"55,695,416 XEQ",0.017
944,Era Swap Token ES ES,$0.010378195954,-0.9%,4.1%,-22.9%,"$98,800.32","$14,619,777","997,282,758 ES",$1.40,$0.00,"2,097,550,005 ES",0.032
882,ERC20 ERC20 ERC20,$0.016573161798,-0.2%,5.2%,-1.7%,$106.53,"$18,757,407","1,128,632,512 ERC20",$5.93,$0.00,"12,999,999,994.06 ERC20",0.0030
274,Ergo ERG ERG,$3.65,0.015,-0.016,-0.137,"$1,048,613","$197,049,976","32,012,428 ERG",$44.06,$0.09,"35,316,150 ERG",3.8
244,Escoin Token ELG ELG,$3.30,0.008,0.022,0.037,"$555,098","$228,752,259","28,627,483 ELG",$3.46,$0.61,"250,000,000 ELG",1.69
34,Ethereum Classic ETC ETC,$31.42,0.007,0.014,-0.141,"$351,358,302","$4,242,072,444","134,716,141 ETC",$176.16,$0.45,"210,700,000 ETC",0.60
2,Ethereum ETH ETH,"$2,962.76",0.008,0.031,-0.038,"$17,812,714,095","$358,383,434,626","120,723,637 ETH","$4,891.70",$0.42,"120,723,637.5 ETH",0.75
162,Ethereum Name Service ENS ENS,$19.48,0.041,0.036,0.33,"$288,845,984","$456,552,805","20,244,862 ENS",$85.69,$7.41,"100,000,000 ENS",26.3
963,Ethereum Push Notification Service - EPNS PUSH PUSH,$0.929013,0.1%,1.9%,-11.8%,"$1,086,385","$13,809,268","15,287,926 PUSH",$8.77,$0.44,"100,000,000 PUSH",7.1
508,Ethernity Chain ERN ERN,$4.86,1.2%,16.4%,3.3%,"$19,794,224","$66,097,830","15,150,168 ERN",$74.13,$1.41,"30,000,000 ERN",11.8
219,Everdome DOME DOME,$0.023507548636,-0.014,-0.162,-0.421,"$21,005,851","$264,791,852","5,705,955,980 DOME",$0.10,$0.02,"100,000,000,000 DOME",0.054
771,Everest ID ID,$0.240493,0.6%,-6.2%,54.9%,"$374,207","$28,099,654","116,700,000 ID",$2.37,$0.08,0.00 ID,0.90
399,Everipedia IQ IQ,$0.010558462595,-0.3%,1.1%,-6.4%,"$3,958,760","$105,811,146","10,021,449,520 IQ",$0.08,$0.00,"10,021,453,884.93 IQ",0.039
482,EverRise RISE RISE,$0.001023059020,0.1%,0.7%,-0.5%,"$822,644","$73,358,846","63,879,133,973 RISE",$0.00,$0.00,"71,618,033,988 RISE",0.0011
166,Everscale EVER EVER,$0.364871,0.005,-0.014,0.128,"$3,675,286","$448,069,407","1,231,119,416 EVER",$1.70,$0.17,"2,049,945,261 EVER",1.45
954,Exeedme XED XED,$0.180173,0.1%,3.5%,-10.8%,"$1,527,832","$14,222,359","64,367,999 XED",$444.82,$0.07,"100,000,000 XED",0.42
50,Fantom FTM FTM,$0.988575,0.009,0.003,-0.16,"$301,243,015","$2,521,889,157","2,545,006,273 FTM",$3.48,$0.00,"2,545,006,273 FTM",0.024
932,FC Barcelona Fan Token BAR BAR,$5.11,1.1%,2.5%,-11.8%,"$1,320,464","$15,031,636","3,951,907 BAR",$79.26,$2.43,"40,000,000 BAR",6.3
456,FEG Token FEG FEG,$0.000000002030,-0.4%,-1.8%,-17.0%,"$265,047","$83,060,932","41,577,624,286,996,112 FEG",$0.00,$0,"100,000,000,000,000,000 FEG",0.0000000200
145,Fei USD FEI FEI,$1.00,-0.008,0.001,0.002,"$9,559,439","$559,415,339","424,996,178 FEI",$2.46,$0,"426,116,732.69 FEI",0.87
261,Fetch.ai FET FET,$0.312664,0,0.005,-0.071,"$17,077,618","$215,090,717","746,113,681 FET",$1.19,$0.01,"1,151,441,225.6 FET",0.36
37,Filecoin FIL FIL,$18.38,0.023,0.045,-0.065,"$231,818,727","$3,599,810,694","201,850,887 FIL",$237.24,$1.83,"201,850,887 FIL",11.5
605,FIO Protocol FIO FIO,$0.098526552969,0.001,-0.005,-0.11,"$2,100,538","$48,350,084","496,945,069 FIO",$0.57,$0.04,"792,939,073.83 FIO",0.15
652,Firo FIRO FIRO,$3.19,-0.003,0.01,-0.07,"$1,413,949","$41,962,971","13,270,748 FIRO",$169.99,$0.28,"12,427,854.74 FIRO",1.1
522,Flamingo Finance FLM FLM,$0.182278,1.0%,2.7%,-9.0%,"$4,882,151","$62,027,514","312,284,062 FLM",$1.24,$0.08,"312,284,062 FLM",0.29
211,FLEX Coin FLEX FLEX,$3.77,0.001,-0.007,0.02,"$1,050,969,720","$296,676,440","78,735,765 FLEX",$7.20,$0.01,"98,735,764.89 FLEX",0.26
289,Floki Inu FLOKI FLOKI,$0.000020104893,-0.001,-0.04,-0.285,"$11,872,366","$183,074,757","9,069,006,749,737 FLOKI",$0.00,$0.00,"9,069,006,749,736.61 FLOKI",0.0000041
935,FloorDAO FLOOR FLOOR,$18.06,0.7%,17.9%,-15.2%,"$1,601,384","$14,889,361",,$78.93,$4.79,0.00 FLOOR,64.1
60,Flow FLOW FLOW,$5.26,0.002,-0.001,-0.101,"$48,063,860","$1,911,696,637","364,061,129 FLOW",$46.16,$3.24,"1,372,066,760 FLOW",6.9
987,Flux Token FLX FLX,$0.273116,-0.3%,1.5%,-18.5%,"$259,516","$13,052,693","15,000,000 FLX",$1.48,$0.15,0.00 FLX,1.46
937,FOAM FOAM FOAM,$0.041537481734,0.7%,1.4%,8.8%,"$5,007.22","$14,760,349","316,571,950 FOAM",$0.83,$0.01,"1,000,000,000 FOAM",0.049
635,Fodl Finance FODL FODL,$0.146986,-0.002,-0.007,-0.054,"$890,113","$44,265,110",0 FODL,$1.10,$0.06,"1,000,000,000 FODL",0.68
837,ForTube FOR FOR,$0.038028554210,-0.3%,1.7%,-8.0%,"$2,727,599","$21,437,381","639,520,000 FOR",$0.17,$0.01,"1,000,000,000 FOR",0.033
49,Frax Share FXS FXS,$0.374883,0.021,0.067,0.034,"$419,294,478","$2,609,253,413","16,209,405 FXS",$42.67,$1.52,"99,899,045.24 FXS",3.9
682,Freeway Token FWT FWT,$0.018732571795,0.001,-0.005,0.029,"$3,556,229","$37,361,053","5,455,459,241 FWT",$0.03,$0.00,"10,000,000,000 FWT",0.0016
840,Friends With Benefits Pro FWB FWB,$35.30,0.1%,-0.3%,-20.6%,"$29,469.11","$21,112,520",0 FWB,$628.02,$4.23,0.00 FWB,5.1
679,Frontier FRONT FRONT,$0.473576,0.007,0.036,-0.098,"$11,040,798","$37,924,832","92,456,250 FRONT",$6.99,$0.14,"100,000,000 FRONT",0.63
29,FTX Token FTT FTT,$40.65,0.008,0.033,-0.05,"$71,541,156","$5,568,556,435","136,538,848 FTT",$85.02,$0.83,"332,408,183.89 FTT",1.8
251,Function X FX FX,$0.464187,0.007,-0.006,-0.094,"$2,528,134","$224,684,117","408,520,357 FX",$2.29,$0.03,"408,520,357 FX",0.58
385,FUNToken FUN FUN,$0.010695620567,1.5%,1.5%,-0.6%,"$954,112","$112,984,784","10,977,277,070 fun",$0.34,$0.00,"10,977,277,070.4 fun",0.019
634,Fuse FUSE FUSE,$0.290648,-0.005,0.029,-0.152,"$7,666,601","$44,307,173","55,045,523 FUSE",$2.14,$0.05,"314,655,930.55 FUSE",0.084
754,Futureswap FST FST,$1.54,0.0%,-2.4%,1.6%,"$56,783.42","$29,439,406",0 FST,$47.46,$0.19,"3,481,138.87 FST",4.3
429,Gains Farm GFARM2 GFARM2,"$2,501.92",0.1%,-3.1%,-20.2%,"$138,985","$89,525,789",0 GFARM2,"$4,831.66",$52.09,0.00 GFARM2,104
533,Gains Network GNS GNS,$2.45,0.1%,0.7%,-25.2%,"$1,728,314","$60,274,292","9,240,683 GNS",$4.92,$0.26,"9,591,309.36 GNS",0.88
84,Gala GALA GALA,$0.171308,0.006,0.011,-0.125,"$241,260,172","$1,295,354,788","6,977,205,436 GALA",$0.84,$0.00,"35,240,112,493 GALA",0.0015
868,GamerCoin GHX GHX,$0.048058674941,-0.1%,0.4%,-13.8%,"$221,764","$19,437,187","420,356,846 GHX",$0.87,$0.02,"818,000,000 GHX",0.28
960,Gamestarter GAME GAME,$0.373083,0.0%,-2.5%,-7.7%,"$1,652,848","$13,919,658","43,075,000 GAME",$3.60,$0.18,0.00 GAME,0.50
743,Gamium GMM GMM,$0.008851933550,-0.5%,-4.6%,27.0%,"$6,440,493","$30,834,958","3,478,556,199 GMM",$0.01,$0.00,"4,930,035,049 GMM",0.0044
515,Gas GAS GAS,$4.58,0.2%,2.2%,-9.1%,"$13,801,818","$64,038,887","10,128,375 GAS",$97.49,$0.60,"17,190,378 GAS",2.0
105,GateToken GT GT,$6.20,0.002,0.001,-0.05,"$6,913,447","$940,363,629","78,343,039 GT",$13.09,$0.27,"300,000,000 GT",0.88
928,Gelato GEL GEL,$0.884844,-1.2%,17.1%,22.1%,"$912,624","$15,243,522","9,771,341 GEL",$4.25,$0.34,"420,690,000 GEL",1.6
271,Gemini Dollar GUSD GUSD,$1.00,0,0.002,0.003,"$2,900,719","$198,861,514","280,371,543 GUSD",$1.27,$0.85,"280,371,543.36 GUSD",1.001
624,GenesysGo Shadow SHDW SHDW,$1.48,0.015,0.032,-0.284,"$1,723,760","$45,735,737",0 SHDW,$2.62,$0.55,"200,000,000 SHDW",0.099
588,Genopets GENE GENE,$13.70,-0.1%,3.2%,-9.0%,"$2,620,746","$50,523,667","3,786,893 GENE",$37.79,$5.31,"100,000,000 GENE",13.2
366,GensoKishi Metaverse MV MV,$1.12,-0.2%,-0.6%,-6.8%,"$1,305,190","$120,114,323","110,926,501 MV",$1.67,$0.35,"2,000,000,000 MV",0.38
696,GET Protocol GET GET,$2.21,0.006,0.086,0.011,"$31,090.66","$35,096,224","11,388,258 GET",$10.22,$0.08,"23,368,773.4 GET",6.5
778,Gifto GTO GTO,$0.040723856250,3.1%,7.5%,-6.0%,"$4,150,111","$26,981,314","770,236,879 GTO",$1.05,$0.00,"1,000,000,000 GTO",0.32
470,Gitcoin GTC GTC,$5.53,0.8%,0.9%,-12.1%,"$6,176,367","$78,465,100","14,198,202 GTC",$29.03,$1.71,"100,000,000 GTC",6.2
897,Glitch Protocol GLCH GLCH,$0.256845,-0.4%,2.1%,-12.6%,"$130,191","$18,048,400","79,282,952 GLCH",$5.74,$0.04,"88,888,888 GLCH",0.19
762,Global Coin Research GCR GCR,$2.85,-0.4%,1.6%,-6.2%,"$10,442.92","$28,510,215","107,024,222 GCR",$0.51,$0.00,"107,024,221.64 GCR",0.015
249,GMX GMX GMX,$29.84,0.011,0.014,-0.182,"$2,130,541","$226,013,819",,$217.32,$0,0.00 GMX,15.5
129,Gnosis GNO GNO,$330.65,0.018,0.033,-0.045,"$1,863,804","$635,376,275","2,579,588 GNO","$1,088.87",$7.05,"3,000,000 GNO",89.8
800,GoChain GO GO,$0.021198531171,-1.1%,-2.1%,-10.1%,"$207,385","$24,717,258","1,177,981,847 GO",$0.12,$0.00,"1,177,981,847.05 GO",0.023
720,Gods Unchained GODS GODS,$0.972699,-1.8%,4.0%,-11.8%,"$3,905,165","$32,819,870","23,660,714 GODS",$8.83,$0.23,"500,000,000 GODS",4.5
894,Goldfinch GFI GFI,$2.36,0.3%,0.1%,-9.9%,"$432,996","$18,234,224","6,887,554 GFI",$34.29,$0.83,"114,285,714 GFI",21.1
177,Golem GLM GLM,$0.395900,0.007,0.001,-0.098,"$5,356,047","$395,870,596","1,000,000,000 GLM",$1.25,$0.01,"1,000,000,000 GLM",0.015
542,Green Satoshi Token GST GST,$6.98,3.8%,11.3%,53.6%,"$101,145,334","$58,586,022",,$29.45,$4.29,"30,515,275 GST",1.8
